idhogar,rooms,r4m1,r4t1,paredblolad,pisomoscer,pisocemento,cielorazo,epared1,epared3,etecho1,etecho3,eviv1,eviv3,hogar_nin,edjefe,meaneduc,overcrowding,SQBescolari,SQBedjefe,SQBhogar_nin,SQBovercrowding,SQBmeaned,wall_material,floor_material,wall_quality,roof_quality,floor_quality,walls+roof+floor_quality,no_basic_facilities,extra_facilities,v18q-min,estadocivil1-sum,estadocivil1-mean,instlevel1-max,instlevel1-sum,instlevel1-mean,instlevel2-max,instlevel2-sum,instlevel2-mean,instlevel8-max,instlevel8-sum,instlevel8-mean,escolari-min,escolari-max,escolari-sum,escolari-mean,Target
e7d7627c6,5,0,0,1,1,0,1,0,1,0,1,0,1,0,0.0,9.0,0.66666669,9,0,0,0.44444448,81.0,0,0,2,2,2,6,1,4,1,0,0.0,0,0,0.0,1,1,0.5,1,1,0.5,3,15,18,9.0,4
6d371c3a0,7,0,0,1,1,0,1,0,1,0,1,0,1,1,11.0,10.75,1.6666666,121,121,1,2.7777777,115.5625,0,0,2,2,2,6,1,3,0,0,0.0,0,0,0.0,0,0,0.0,1,1,0.2,8,16,52,10.4,4
b55dbe371,5,0,0,1,1,0,1,0,1,0,1,0,1,1,15.0,13.666667000000002,2.0,225,225,1,4.0,186.77779,0,0,2,2,2,6,1,4,0,0,0.0,0,0,0.0,0,0,0.0,1,3,0.75,10,15,51,12.75,4
2f4eae32e,4,1,1,0,1,0,1,1,0,1,0,0,0,2,11.0,11.5,2.0,121,121,4,4.0,132.25,1,0,0,0,1,1,1,4,1,1,0.25,0,0,0.0,1,1,0.25,1,1,0.25,1,12,32,8.0,4
56aae6428,1,2,2,0,0,0,0,1,0,1,0,1,0,3,0.0,9.5,5.0,49,0,9,25.0,90.25,4,4,0,0,0,0,4,2,0,1,0.2,1,1,0.2,1,2,0.4,0,0,0.0,0,7,20,4.0,1
7f5fff660,5,0,0,0,1,0,0,1,0,1,0,0,0,0,0.0,8.5,0.5,36,0,0,0.25,72.25,4,0,0,0,1,1,2,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,11,17,8.5,4
250d7ecdf,5,3,4,0,0,1,0,0,0,1,0,0,0,4,12.0,11.333333,2.3333333,144,144,16,5.4444442,128.44444,1,1,1,0,1,2,2,2,0,4,0.5714285714285714,1,3,0.42857142857142855,1,1,0.14285714285714285,1,1,0.14285714285714285,0,12,36,5.142857142857143,3
a8c988bd6,4,0,0,0,1,0,1,0,1,0,1,0,1,3,6.0,14.5,2.5,36,36,9,6.25,210.25,2,0,2,2,2,6,1,3,0,0,0.0,0,0,0.0,1,1,0.2,0,0,0.0,4,12,40,8.0,4
769539d97,5,0,0,0,1,0,1,0,1,0,1,0,1,1,3.0,9.0,1.0,9,9,1,1.0,81.0,2,0,2,2,2,6,1,2,0,0,0.0,0,0,0.0,1,1,0.3333333333333333,1,1,0.3333333333333333,3,15,28,9.333333333333334,4
78ad9a92c,2,1,1,0,1,0,1,0,0,0,0,0,0,1,0.0,15.0,2.0,225,0,1,4.0,225.0,2,0,1,1,1,3,1,2,0,1,0.5,0,0,0.0,1,1,0.5,1,1,0.5,1,15,16,8.0,4
85bda1b2a,4,0,0,0,0,1,0,0,0,0,0,0,0,0,6.0,7.0,1.5,36,36,0,2.25,49.0,1,1,1,1,1,3,2,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,9,21,7.0,4
c146e09a1,3,2,2,0,0,1,0,0,0,0,1,0,0,2,11.0,7.0,2.0,121,121,4,4.0,49.0,2,1,1,2,1,4,2,2,0,2,0.5,1,2,0.5,1,1,0.25,0,0,0.0,0,11,14,3.5,4
ec68bb7a7,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0,4.5,1.0,25,0,0,1.0,20.25,2,1,1,1,1,3,1,2,0,0,0.0,0,0,0.0,1,2,1.0,0,0,0.0,4,5,9,4.5,4
35703dd9d,6,0,0,1,1,0,1,0,1,0,1,0,1,3,0.0,25.0,1.0,225,0,9,1.0,625.0,0,0,2,2,2,6,1,4,1,0,0.0,0,0,0.0,0,0,0.0,1,1,0.25,7,15,42,10.5,4
236d689dd,6,0,1,1,1,0,1,0,1,0,1,0,1,1,14.0,15.5,1.0,196,196,1,1.0,240.25,0,0,2,2,2,6,1,5,1,1,0.3333333333333333,0,0,0.0,1,1,0.3333333333333333,1,2,0.6666666666666666,2,17,33,11.0,4
7cfce7f0a,5,2,2,1,1,0,1,0,1,0,1,0,1,2,14.0,9.333333,2.5,196,196,4,6.25,87.11110699999999,0,0,2,2,2,6,1,2,0,2,0.4,1,2,0.4,1,1,0.2,1,1,0.2,0,14,28,5.6,4
ad060b1e1,3,1,2,0,1,0,0,0,1,0,1,0,1,2,0.0,7.5,2.0,121,0,4,4.0,56.25,2,0,2,2,2,6,2,2,0,2,0.5,1,2,0.5,1,1,0.25,0,0,0.0,0,11,15,3.75,4
9e42f886c,9,1,1,0,1,0,1,0,1,0,1,0,1,1,0.0,6.0,1.1666666,36,0,1,1.361111,36.0,2,0,2,2,2,6,1,4,1,0,0.0,0,0,0.0,1,1,0.5,0,0,0.0,3,6,9,4.5,4
f2a4643de,4,0,0,0,1,0,1,1,0,1,0,1,0,0,6.0,6.0,0.5,36,36,0,0.25,36.0,1,0,0,0,0,0,1,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,6,6,6.0,4
1c2e74d9b,5,0,0,0,0,1,0,1,0,1,0,1,0,0,0.0,1.0,0.66666669,0,0,0,0.44444448,1.0,1,1,0,0,0,0,2,2,0,0,0.0,1,1,0.5,1,1,0.5,0,0,0.0,0,2,2,1.0,3
e3c5ca152,5,1,1,0,0,1,0,0,0,0,1,0,0,1,0.0,3.5,1.6666666,0,0,1,2.7777777,12.25,2,1,1,2,1,4,2,2,0,1,0.2,1,1,0.2,1,3,0.6,0,0,0.0,0,9,15,3.0,4
b7d6f53dc,5,1,1,1,1,0,1,0,0,0,1,0,1,3,0.0,4.5,2.5,36,0,9,6.25,20.25,0,0,1,2,2,5,1,2,0,1,0.2,1,1,0.2,1,1,0.2,0,0,0.0,0,10,25,5.0,1
cb5a4ce9f,5,0,2,1,1,0,1,0,1,0,1,0,1,3,0.0,4.5,1.6666666,64,0,9,2.7777777,20.25,0,0,2,2,2,6,1,2,0,1,0.2,1,1,0.2,1,2,0.4,0,0,0.0,0,8,21,4.2,1
ec85ffa09,5,0,1,1,1,0,0,0,0,0,0,0,1,3,6.0,11.5,1.6666666,36,36,9,2.7777777,132.25,0,0,1,1,2,4,2,2,0,0,0.0,0,0,0.0,1,1,0.2,0,0,0.0,3,11,33,6.6,2
0ccab16a8,5,0,0,1,1,0,1,0,0,0,1,0,1,2,5.0,11.333333,1.6666666,25,25,4,2.7777777,128.44444,0,0,1,2,2,5,1,2,0,0,0.0,0,0,0.0,1,1,0.5,0,0,0.0,5,6,11,5.5,4
001ff74ca,6,1,1,1,1,0,1,0,1,0,1,0,1,1,0.0,16.0,0.5,256,0,1,0.25,256.0,0,0,2,2,2,6,1,3,1,1,0.5,1,1,0.5,0,0,0.0,1,1,0.5,0,16,16,8.0,4
7170d54b3,5,0,1,0,1,0,1,0,1,0,1,0,1,1,17.0,17.0,1.0,289,289,1,1.0,289.0,2,0,2,2,2,6,1,2,0,1,0.3333333333333333,1,1,0.3333333333333333,0,0,0.0,1,1,0.3333333333333333,0,17,34,11.333333333333334,4
d73eb3962,5,0,0,0,1,0,1,1,0,1,0,0,1,0,6.0,6.666666499999999,1.0,36,36,0,1.0,44.444443,1,0,0,0,2,2,1,2,0,0,0.0,0,0,0.0,1,1,0.3333333333333333,0,0,0.0,3,11,20,6.666666666666667,2
19a9cacc3,3,0,0,0,0,1,0,0,0,0,1,0,0,0,3.0,3.0,1.0,9,9,0,1.0,9.0,4,1,1,2,1,4,2,1,0,0,0.0,0,0,0.0,1,1,1.0,0,0,0.0,3,3,3,3.0,3
03f4e5f4d,5,0,0,0,1,0,1,0,0,1,0,0,0,1,0.0,14.5,1.0,36,0,1,1.0,210.25,2,0,1,0,1,2,1,3,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,12,29,9.666666666666666,1
61b437233,5,1,1,1,1,0,1,0,1,0,1,0,1,1,7.0,11.0,1.0,49,49,1,1.0,121.0,0,0,2,2,2,6,1,3,1,1,0.3333333333333333,1,1,0.3333333333333333,0,0,0.0,1,1,0.3333333333333333,0,15,22,7.333333333333333,4
a5f198068,5,0,0,0,1,0,1,0,0,0,0,0,1,0,6.0,10.333333,1.0,36,36,0,1.0,106.77777,1,0,1,1,2,4,1,3,0,0,0.0,0,0,0.0,0,0,0.0,1,1,0.3333333333333333,6,15,31,10.333333333333334,4
85d0af07f,5,0,0,0,0,0,1,0,1,0,1,0,1,1,6.0,4.3333335,1.3333334,36,36,1,1.7777778999999998,18.777779,1,5,2,2,2,6,1,3,0,0,0.0,0,0,0.0,1,1,0.25,0,0,0.0,1,9,22,5.5,4
b09cc97bb,5,0,0,0,1,0,1,0,1,0,1,0,0,3,3.0,11.333333,2.0,9,9,9,4.0,128.44444,2,0,2,2,1,5,1,3,0,0,0.0,0,0,0.0,1,2,0.3333333333333333,0,0,0.0,3,10,42,7.0,3
fe4fe4ecc,4,0,0,1,1,0,0,0,1,0,1,0,1,0,4.0,5.0,1.0,16,16,0,1.0,25.0,0,0,2,2,2,6,2,1,0,0,0.0,0,0,0.0,1,1,0.5,0,0,0.0,4,6,10,5.0,1
55f051342,5,0,0,1,1,0,0,0,0,0,0,0,1,0,0.0,6.0,1.0,36,0,0,1.0,36.0,0,0,1,1,2,4,2,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,6,6,6.0,4
0b26df74e,4,0,0,0,1,0,0,0,0,0,0,0,0,0,6.0,6.0,1.0,36,36,0,1.0,36.0,2,0,1,1,1,3,2,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,6,12,6.0,4
aae86b151,4,0,1,0,1,0,1,0,0,0,1,0,1,3,0.0,11.5,1.6666666,36,0,9,2.7777777,132.25,1,0,1,2,2,5,1,2,0,0,0.0,0,0,0.0,1,1,0.2,0,0,0.0,5,11,36,7.2,2
1b4fb5ffe,6,0,0,0,1,0,0,0,1,0,1,0,1,2,2.0,1.0,1.3333334,4,4,4,1.7777778999999998,1.0,2,0,2,2,2,6,2,2,0,0,0.0,1,2,0.5,1,2,0.5,0,0,0.0,0,5,7,1.75,3
3eca21a57,5,0,1,1,1,0,1,0,0,0,0,0,0,2,8.0,8.0,1.0,64,64,4,1.0,64.0,0,0,1,1,1,3,1,2,0,1,0.3333333333333333,1,1,0.3333333333333333,0,0,0.0,0,0,0.0,0,8,15,5.0,4
ec5503bc1,6,0,0,0,1,0,1,1,0,1,0,1,0,0,6.0,6.0,2.0,36,36,0,4.0,36.0,1,0,0,0,0,0,1,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,6,12,6.0,4
8ae3e74ca,4,1,2,1,1,0,0,0,1,0,1,0,1,2,6.0,8.5,2.0,36,36,4,4.0,72.25,0,0,2,2,2,6,2,2,0,2,0.5,1,2,0.5,0,0,0.0,0,0,0.0,0,11,17,4.25,2
309fb7246,5,1,1,1,1,0,0,0,0,0,0,0,1,1,0.0,6.5,1.5,36,0,1,2.25,42.25,0,0,1,1,2,4,2,3,0,1,0.3333333333333333,0,0,0.0,1,1,0.3333333333333333,0,0,0.0,1,7,14,4.666666666666667,3
3731d4168,5,0,1,0,1,0,1,1,0,1,0,0,1,1,2.0,3.0,1.0,4,4,1,1.0,9.0,1,0,0,0,2,2,1,2,0,0,0.0,0,0,0.0,1,3,1.0,0,0,0.0,2,5,11,3.6666666666666665,1
4ce7fe64a,4,0,0,1,0,1,0,0,0,0,0,0,1,0,11.0,9.0,1.0,121,121,0,1.0,81.0,0,1,1,1,2,4,2,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,7,11,18,9.0,4
739f27db5,6,0,0,0,1,0,1,1,0,1,0,0,1,0,6.0,6.75,1.0,36,36,0,1.0,45.5625,2,0,0,0,2,2,1,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,9,27,6.75,4
c4572a1c2,5,0,0,0,1,0,1,0,1,0,1,0,1,0,0.0,5.0,1.0,0,0,0,1.0,25.0,2,0,2,2,2,6,1,2,0,0,0.0,1,1,0.3333333333333333,1,1,0.3333333333333333,0,0,0.0,0,11,15,5.0,2
5cafe1915,4,1,2,0,0,1,0,0,1,0,1,0,1,2,11.0,11.0,2.0,121,121,4,4.0,121.0,2,1,2,2,2,6,2,3,0,2,0.5,0,0,0.0,1,2,0.5,0,0,0.0,1,11,25,6.25,4
0b766595d,3,0,0,0,1,0,0,0,1,0,1,0,1,0,6.0,6.0,0.5,36,36,0,0.25,36.0,2,0,2,2,2,6,2,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,6,6,6.0,4
706953e9c,5,1,2,1,1,0,1,0,1,0,1,0,1,4,6.0,6.5,2.0,36,36,16,4.0,42.25,0,0,2,2,2,6,1,2,0,2,0.3333333333333333,1,1,0.16666666666666666,1,2,0.3333333333333333,0,0,0.0,0,7,27,4.5,2
3fc804972,5,0,0,1,1,0,1,0,0,1,0,0,1,0,12.0,11.333333,1.0,144,144,0,1.0,128.44444,0,0,1,0,2,3,1,2,0,0,0.0,0,0,0.0,0,0,0.0,1,1,0.3333333333333333,6,16,34,11.333333333333334,4
ebedb1fd5,7,2,2,1,1,0,1,0,1,0,1,0,1,2,17.0,13.0,1.25,289,289,4,1.5625,169.0,0,0,2,2,2,6,1,2,0,2,0.4,1,2,0.4,0,0,0.0,1,1,0.2,0,17,39,7.8,4
dced7df25,5,0,0,1,1,0,0,0,0,0,0,0,1,1,6.0,13.25,1.6666666,36,36,1,2.7777777,175.5625,0,0,1,1,2,4,2,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,12,53,10.6,4
6786f2676,5,1,1,1,1,0,1,0,1,0,1,0,1,2,6.0,8.5,1.3333334,36,36,4,1.7777778999999998,72.25,0,0,2,2,2,6,1,2,0,1,0.25,1,1,0.25,0,0,0.0,0,0,0.0,0,11,24,6.0,4
fbf43e9b3,4,1,1,0,0,1,1,0,0,0,0,0,0,1,0.0,8.0,1.0,64,0,1,1.0,64.0,2,1,1,1,1,3,1,2,0,1,0.5,1,1,0.5,0,0,0.0,0,0,0.0,0,8,8,4.0,1
ab531b877,4,0,0,0,0,1,0,0,1,0,1,0,1,0,5.0,2.3333333,1.5,25,25,0,2.25,5.4444442,2,1,2,2,2,6,2,1,0,0,0.0,1,1,0.3333333333333333,1,2,0.6666666666666666,0,0,0.0,0,5,7,2.3333333333333335,4
b42f28194,6,0,0,0,1,0,1,0,0,0,1,0,0,1,6.0,6.0,1.0,36,36,1,1.0,36.0,4,0,1,2,1,4,1,3,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,6,18,6.0,2
5169caaa5,6,0,0,0,0,1,1,0,0,1,0,0,0,0,2.0,2.75,1.0,4,4,0,1.0,7.5625,1,1,1,0,1,2,1,3,0,0,0.0,1,1,0.25,1,2,0.5,0,0,0.0,0,6,11,2.75,4
7786926d1,6,0,0,0,1,0,1,0,0,0,0,0,1,2,6.0,6.0,0.75,36,36,4,0.5625,36.0,1,0,1,1,2,4,1,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,6,12,6.0,4
8ff2bbc2e,5,0,0,0,1,0,0,0,1,0,1,0,1,0,6.0,3.0,0.66666669,36,36,0,0.44444448,9.0,2,0,2,2,2,6,2,2,0,0,0.0,1,1,0.5,0,0,0.0,0,0,0.0,0,6,6,3.0,2
883d03f1f,6,0,0,1,1,0,1,0,1,0,1,0,1,0,6.0,6.0,0.33333334,36,36,0,0.11111112,36.0,0,0,2,2,2,6,1,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,6,6,6.0,4
7a09dac63,5,0,0,1,1,0,1,0,0,0,0,0,1,1,7.0,9.5,1.5,49,49,1,2.25,90.25,0,0,1,1,2,4,1,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,7,12,27,9.0,4
684e7f549,2,0,0,0,0,1,0,0,1,0,1,0,1,0,0.0,3.0,1.0,0,0,0,1.0,9.0,2,1,2,2,2,6,2,2,0,0,0.0,1,1,0.5,0,0,0.0,0,0,0.0,0,6,6,3.0,4
5587b5848,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1.0,0.5,0,0,0,0.25,1.0,4,5,1,1,1,3,1,2,0,0,0.0,1,1,0.5,1,1,0.5,0,0,0.0,0,2,2,1.0,2
09e25d616,6,0,2,0,1,0,0,0,0,0,0,0,1,2,7.0,6.5,1.3333334,49,49,4,1.7777778999999998,42.25,4,0,1,1,2,4,2,2,0,2,0.5,1,2,0.5,0,0,0.0,0,0,0.0,0,7,13,3.25,2
6e0c6de15,5,1,3,1,1,0,1,0,0,0,0,0,1,3,6.0,6.0,2.3333333,36,36,9,5.4444442,36.0,0,0,1,1,2,4,1,3,0,3,0.42857142857142855,1,1,0.14285714285714285,1,3,0.42857142857142855,0,0,0.0,0,11,28,4.0,3
ee5b77528,5,0,0,1,1,0,1,0,1,0,1,0,1,0,6.0,7.666666499999999,1.5,36,36,0,2.25,58.777775,0,0,2,2,2,6,1,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,11,23,7.666666666666667,4
ac1e69830,6,0,0,0,0,1,1,1,0,1,0,0,0,0,0.0,9.333333,0.75,36,0,0,0.5625,87.11110699999999,1,1,0,0,1,1,1,2,0,0,0.0,0,0,0.0,0,0,0.0,1,1,0.3333333333333333,6,13,28,9.333333333333334,3
1d3feb611,4,0,0,0,0,1,0,0,1,0,0,0,1,0,0.0,6.0,0.5,36,0,0,0.25,36.0,2,1,2,1,2,5,2,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,6,6,6.0,3
d73a97383,6,0,1,0,0,1,0,0,0,0,0,0,0,1,0.0,13.5,1.0,225,0,1,1.0,182.25,2,1,1,1,1,3,2,2,0,1,0.3333333333333333,0,0,0.0,1,1,0.3333333333333333,1,2,0.6666666666666666,2,15,29,9.666666666666666,4
e5dc9ea51,8,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,1.0,0,0,0,1.0,0.0,2,0,1,0,1,2,2,3,0,0,0.0,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,0.0,3
564eab113,3,2,2,0,0,1,0,0,0,0,1,1,0,2,0.0,11.0,1.5,121,0,4,2.25,121.0,2,1,1,2,0,3,2,2,0,1,0.3333333333333333,0,0,0.0,1,2,0.6666666666666666,0,0,0.0,2,11,18,6.0,1
f17413e09,4,0,0,0,1,0,1,0,1,0,1,0,1,0,0.0,17.0,0.5,289,0,0,0.25,289.0,1,0,2,2,2,6,1,2,0,0,0.0,0,0,0.0,0,0,0.0,1,1,1.0,17,17,17,17.0,4
d89019b51,5,1,2,0,0,1,0,0,0,0,1,0,1,3,6.0,6.0,1.6666666,36,36,9,2.7777777,36.0,2,1,1,2,2,5,2,2,0,1,0.25,1,1,0.25,1,1,0.25,0,0,0.0,0,6,16,4.0,4
fd750dc9b,4,0,0,0,1,0,1,0,0,0,0,0,0,0,3.0,4.5,1.0,9,9,0,1.0,20.25,2,0,1,1,1,3,1,2,0,0,0.0,0,0,0.0,1,1,0.5,0,0,0.0,3,6,9,4.5,1
234778731,5,0,2,1,1,0,1,0,0,0,0,0,0,2,0.0,15.0,1.3333334,225,0,4,1.7777778999999998,225.0,0,0,1,1,1,3,1,2,0,2,0.5,1,1,0.25,1,1,0.25,1,2,0.5,0,15,32,8.0,4
8242a51ec,3,0,1,0,0,0,0,0,0,0,0,0,1,2,6.0,6.0,2.0,36,36,4,4.0,36.0,4,5,1,1,2,4,2,2,0,1,0.25,1,1,0.25,0,0,0.0,0,0,0.0,0,9,21,5.25,2
58bc2d86c,3,2,3,0,0,1,0,0,0,0,0,0,0,3,0.0,11.0,2.0,121,0,9,4.0,121.0,2,1,1,1,1,3,2,2,0,2,0.5,1,1,0.25,1,2,0.5,0,0,0.0,0,11,18,4.5,3
4166d07b9,4,0,2,0,1,0,0,0,0,0,0,0,1,2,0.0,17.0,2.0,289,0,4,4.0,289.0,2,0,1,1,2,4,2,3,1,2,0.5,1,1,0.25,1,1,0.25,1,2,0.5,0,17,36,9.0,4
64a04e97c,4,1,2,0,1,0,0,0,0,0,1,0,1,4,0.0,6.0,3.0,36,0,16,9.0,36.0,2,0,1,2,2,5,2,3,0,2,0.3333333333333333,1,2,0.3333333333333333,0,0,0.0,0,0,0.0,0,6,24,4.0,4
bd12accc4,3,1,1,0,0,1,0,1,0,1,0,1,0,1,6.0,6.0,3.0,36,36,1,9.0,36.0,2,1,0,0,0,0,2,2,0,1,0.3333333333333333,1,1,0.3333333333333333,0,0,0.0,0,0,0.0,0,6,12,4.0,2
3eba8b769,5,1,1,1,0,1,1,0,0,0,0,1,0,1,0.0,7.75,1.6666666,36,0,1,2.7777777,60.0625,0,1,1,1,0,2,1,2,0,1,0.2,1,1,0.2,1,1,0.2,1,1,0.2,0,12,31,6.2,3
0172ab1d9,5,0,0,0,0,1,0,0,0,0,0,0,0,2,6.0,7.666666499999999,1.6666666,36,36,4,2.7777777,58.777775,2,1,1,1,1,3,2,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,11,40,8.0,3
9a3f3aeaa,4,0,2,0,0,1,0,0,1,0,1,1,0,3,0.0,5.6666665,3.0,36,0,9,9.0,32.111111,2,1,2,2,0,4,2,2,0,1,0.16666666666666666,1,2,0.3333333333333333,1,1,0.16666666666666666,0,0,0.0,0,11,27,4.5,2
b33b68919,4,0,1,0,1,0,0,0,0,0,0,0,1,1,6.0,6.5,1.5,36,36,1,2.25,42.25,2,0,1,1,2,4,2,2,0,1,0.3333333333333333,1,1,0.3333333333333333,0,0,0.0,0,0,0.0,0,7,13,4.333333333333333,4
70ae94916,4,1,1,0,1,0,1,0,1,0,1,0,1,1,7.0,3.5,1.0,49,49,1,1.0,12.25,2,0,2,2,2,6,1,2,0,1,0.3333333333333333,1,1,0.3333333333333333,1,1,0.3333333333333333,0,0,0.0,0,7,9,3.0,3
a94a45642,5,0,0,0,0,1,1,1,0,1,0,1,0,1,0.0,6.5,1.0,16,0,1,1.0,42.25,2,1,0,0,0,0,1,2,0,0,0.0,0,0,0.0,1,1,0.3333333333333333,0,0,0.0,4,9,22,7.333333333333333,2
3c4c67c8b,5,3,4,0,0,1,1,1,0,1,0,1,0,5,11.0,21.0,2.0,121,121,25,4.0,441.0,1,1,0,0,0,0,2,2,0,3,0.5,1,2,0.3333333333333333,1,2,0.3333333333333333,0,0,0.0,0,11,25,4.166666666666667,2
e6618f14c,5,1,1,0,0,1,1,0,0,0,1,0,0,1,0.0,11.0,1.0,100,0,1,1.0,121.0,4,1,1,2,1,4,1,2,0,1,0.3333333333333333,1,1,0.3333333333333333,0,0,0.0,0,0,0.0,0,12,22,7.333333333333333,4
be91da044,3,0,0,0,0,1,0,1,0,1,0,1,0,0,0.0,0.0,1.0,0,0,0,1.0,0.0,3,1,0,0,0,0,2,2,0,0,0.0,1,2,1.0,0,0,0.0,0,0,0.0,0,0,0,0.0,2
1442ae273,4,0,1,0,0,1,0,0,0,0,0,0,0,2,6.0,8.5,2.0,36,36,4,4.0,72.25,1,1,1,1,1,3,2,2,0,0,0.0,0,0,0.0,1,1,0.25,0,0,0.0,3,11,28,7.0,2
043cef77c,3,0,0,0,0,1,0,1,0,1,0,1,0,1,0.0,6.0,2.0,36,0,1,4.0,36.0,4,1,0,0,0,0,3,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,7,13,6.5,4
141ac6fb3,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0.0,0.0,1.0,0,0,0,1.0,0.0,4,4,0,0,0,0,5,0,0,0,0.0,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,0.0,3
a0d1c716b,4,0,2,0,0,1,0,0,0,0,0,0,0,2,6.0,7.0,2.0,36,36,4,4.0,49.0,2,1,1,1,1,3,2,2,0,1,0.5,1,1,0.5,0,0,0.0,0,0,0.0,0,6,6,3.0,4
99411766c,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,6.0,0.5,36,0,0,0.25,36.0,2,1,1,1,1,3,2,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,6,6,6.0,1
4ba16d2fb,5,0,0,1,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0.66666669,0,0,0,0.44444448,0.0,0,1,1,1,0,2,2,1,0,0,0.0,1,2,1.0,0,0,0.0,0,0,0.0,0,0,0,0.0,4
498169ce7,3,0,0,0,0,0,0,1,0,1,0,1,0,0,0.0,1.3333334,1.5,0,0,0,2.25,1.7777778999999998,3,4,0,0,0,0,3,2,0,0,0.0,1,2,0.6666666666666666,1,1,0.3333333333333333,0,0,0.0,0,4,4,1.3333333333333333,2
cd0dd573d,5,0,1,0,0,1,0,1,0,1,0,1,0,2,0.0,8.0,1.6666666,81,0,4,2.7777777,64.0,2,1,0,0,0,0,2,2,0,0,0.0,0,0,0.0,1,1,0.2,0,0,0.0,3,9,33,6.6,4
177250940,4,0,1,0,1,0,1,1,0,1,0,1,0,1,0.0,7.5,1.0,9,0,1,1.0,56.25,2,0,0,0,0,0,1,2,0,1,0.3333333333333333,1,1,0.3333333333333333,1,1,0.3333333333333333,1,1,0.3333333333333333,0,12,15,5.0,4
920de626c,4,0,0,0,0,1,0,0,0,1,0,0,1,1,0.0,4.0,1.5,64,0,1,2.25,16.0,4,1,1,0,2,3,2,4,1,0,0.0,1,1,0.3333333333333333,1,1,0.3333333333333333,0,0,0.0,0,8,13,4.333333333333333,4
0605671a3,4,0,0,0,1,0,1,0,1,0,1,0,1,0,14.0,12.0,1.5,196,196,0,2.25,144.0,2,0,2,2,2,6,1,2,0,0,0.0,0,0,0.0,0,0,0.0,1,1,0.3333333333333333,10,14,36,12.0,4
e6bf08e4c,4,0,0,0,0,0,0,0,1,0,1,0,1,0,0.0,0.0,0.5,0,0,0,0.25,0.0,2,5,2,2,2,6,2,2,0,0,0.0,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,0.0,1
867915f73,5,0,1,1,1,0,1,0,0,0,0,0,1,1,11.0,11.5,1.0,121,121,1,1.0,132.25,0,0,1,1,2,4,1,3,0,1,0.3333333333333333,1,1,0.3333333333333333,0,0,0.0,1,1,0.3333333333333333,0,12,23,7.666666666666667,4
c97db9d5c,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,9.5,3.0,64,0,1,9.0,90.25,4,5,1,1,2,4,2,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,11,25,8.333333333333334,4
87d0a7f85,3,0,0,0,1,0,1,0,0,1,0,0,1,0,6.0,6.0,0.5,36,36,0,0.25,36.0,2,0,1,0,2,3,1,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,6,6,6.0,3
436880a8f,5,0,0,0,0,1,0,0,0,0,0,0,0,2,0.0,8.333333,1.6666666,36,0,4,2.7777777,69.444443,2,1,1,1,1,3,2,2,0,0,0.0,0,0,0.0,1,1,0.2,0,0,0.0,3,9,32,6.4,3
87366ccf7,4,0,0,0,0,1,0,1,0,0,1,0,0,1,6.0,6.3333335,2.0,36,36,1,4.0,40.111115000000005,4,1,0,2,1,3,2,1,0,0,0.0,0,0,0.0,1,1,0.25,0,0,0.0,5,8,25,6.25,2
